"method","model","predictor_set","n_folds","mean_r2","sd_r2","mean_rmse","sd_rmse","mean_mae","sd_mae","mean_bias","sd_bias"
"spatial_block_25000m","GPR","pruned_gpr",5,0.0384192537176555,0.0503213493667888,0.0377929699358273,0.0280873022901956,0.0242098557368312,0.0173692982338436,0.00283463306872571,0.0262181097895664
"spatial_block_25000m","INLA","all",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_25000m","INLA","pruned_gpr",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_25000m","Neural Network","all",5,0.0971873249799224,0.154197419292946,0.094896725128553,0.0578471726228207,0.0637723738672573,0.0487483550890874,0.0398124049415918,0.0626698227936009
"spatial_block_25000m","Neural Network","pruned_gpr",5,0.107538676389496,0.0892398812971318,0.0335734313781913,0.0313540005546581,0.0245528311550537,0.0219535746832531,-0.00442245983768679,0.0259156273788113
"spatial_block_25000m","Ordinary Kriging","all",5,0.000318165743149821,NA,0.0449762854299636,NA,0.0148633859672527,NA,-0.00712906405438479,NA
"spatial_block_25000m","Ordinary Kriging","pruned_gpr",5,0.000318165743149821,NA,0.0449762854299636,NA,0.0148633859672527,NA,-0.00712906405438479,NA
"spatial_block_25000m","Random Forest","all",5,0.100707129170302,0.147520582696147,0.0303777211926317,0.0230458651670803,0.0196076044541171,0.012232101925631,-0.00148331198479483,0.0213156007769958
"spatial_block_25000m","Random Forest","pruned_gpr",5,0.130522018285282,0.110392358455996,0.0300765677885332,0.0222629144787036,0.0195403609650635,0.0117596150853771,-0.000950289543358234,0.021327958783299
"spatial_block_25000m","SVM","all",5,0.157435038692629,0.163910340849551,0.0310880972686069,0.0198296592266204,0.0168526917940361,0.0107964644135359,-0.0084176148894584,0.0132484742599546
"spatial_block_25000m","SVM","pruned_gpr",5,0.0508735158958612,0.0249554337354485,0.0462413939922959,0.0339663877143805,0.0222792425438735,0.0144033735611939,-0.0174649915610053,0.0155751353989755
"spatial_block_25000m","Universal Kriging (env drift)","all",5,0.0112615112462755,NA,40.4207104190633,NA,15.6161889965469,NA,-11.7345190825345,NA
"spatial_block_25000m","Universal Kriging (env drift)","pruned_gpr",5,0.127285549036205,NA,0.0770971777030168,NA,0.0491234017201335,NA,0.00431059467644036,NA
"spatial_block_25000m","XGBoost","all",5,0.0786593548618512,0.115336366064126,0.0296679058309476,0.0225769097311969,0.0164947845481893,0.011661794160833,-0.00402822495637636,0.0190375057915298
"spatial_block_25000m","XGBoost","pruned_gpr",5,0.0802322742929878,0.0496695957262149,0.0329774776199015,0.0235576176780075,0.0199723356723359,0.014895575384319,-0.00145415323381133,0.0241614486911326
"spatial_block_50000m","GAM","all",5,0.0364387585608331,0.0350221243790641,0.76153965209367,1.55078834258709,0.124843209575839,0.203628711118032,0.106269604379357,0.202851854973259
"spatial_block_50000m","GAM","pruned_gpr",5,0.18785125953118,0.191249776234742,0.0398451620224823,0.0323452765037609,0.0231275439632149,0.0224217425922348,0.014428238074204,0.023539037243777
"spatial_block_50000m","GPR","all",5,0.0298898059944677,0.0359061090172264,0.0259845569088152,0.0206703425482389,0.0160554357801285,0.00953524965523786,-0.000350510265274934,0.0134963312712569
"spatial_block_50000m","GPR","pruned_gpr",5,0.106866612007159,0.0950257167514506,0.0361270455000482,0.0266173678356333,0.0225433217470547,0.0178271235968631,0.00170509434218119,0.021774706961242
"spatial_block_50000m","INLA","all",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_50000m","INLA","pruned_gpr",5,NA,NA,NA,NA,NA,NA,NA,NA
"spatial_block_50000m","Neural Network","all",5,0.0709007770862795,0.0911351310756472,0.0472715047919953,0.00776576575191434,0.0295975492123284,0.0118181171115286,-0.00730734355757655,0.0224977291379696
"spatial_block_50000m","Neural Network","pruned_gpr",5,0.163681305773707,0.204372500942826,0.0420590554945277,0.0285629716729066,0.0288836571402906,0.0196853497270513,0.0157165573695462,0.0209862888779614
"spatial_block_50000m","Ordinary Kriging","all",5,0.363327827169721,NA,0.0492400122051608,NA,0.0254722413709895,NA,-0.0212238361591598,NA
"spatial_block_50000m","Ordinary Kriging","pruned_gpr",5,0.363327827169721,NA,0.0492400122051608,NA,0.0254722413709895,NA,-0.0212238361591598,NA
"spatial_block_50000m","Random Forest","all",5,0.0724346826347307,0.0992921785547812,0.0282951235493025,0.0200067388608749,0.0174633685936424,0.00967524720753388,-0.000107113019861705,0.0159869174761972
